STATE,CANDIDATE,OFFICE,DISTRICT,PAYEE,AMOUNT
MAINE,ANNE M. CARNEY,STATE SENATE,29,KATARINA RUSINAS,7000.0
MAINE,ANNE M. CARNEY,STATE SENATE,29,SYLVAN STRATEGIES,6000.0
MAINE,ANNE M. CARNEY,STATE SENATE,29,FACEBOOK,5851.9
MAINE,ANNE M. CARNEY,STATE SENATE,29,SARA LENNON,4700.0
MAINE,ANNE M. CARNEY,STATE SENATE,29,MAINELY MEDIA,4308.7
MAINE,ANNE M. CARNEY,STATE SENATE,29,ANNE CARNEY,3000.0
MAINE,ANNE M. CARNEY,STATE SENATE,29,CAPE COURIER,2938.5
MAINE,ANNE M. CARNEY,STATE SENATE,29,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),2769.0
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,BANGOR LETTER SHOP,5458.39
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,KATIE HONNELL,1000.0
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,OLD TOWN ROTARY CLUB,220.0
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,LINCOLN WANDA L,158.96
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,JODI LASSELL,150.0
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,GARY A DRINKWATER,125.0
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,STAPLES,94.38
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),29.12
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,0,0.0
MAINE,GARY A. DRINKWATER,STATE HOUSE,121,0,0.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,TURNER PUBLISHING,4023.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,GK STRATEGIES,3219.3900000000003
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,ELECTABLE ADVERTISING,565.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,AURORA MARKETING,422.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,CAMPAIGN SHARK,260.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),110.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,QUALITY COPY & DIGITAL PRINT,97.06
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,WIN RED,34.05
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,0,0.0
MAINE,JOSHUA K. MORRIS,STATE HOUSE,75,0,0.0
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,YOUR WEEKLY SHOPPING GUIDE,940.0
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,BRIDGTON NEWS,806.25
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,VICTORYSTORE DOT COM,517.66
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),330.0
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,PRINTPLACE DOT COM,326.94
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,HAD E NUFF RICHARDSON PRODUCTIONS,250.0
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,ANEDOT,59.8
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,UMBRELLA FACTORY DBA TONY'S FOODLAND,38.4
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,0,0.0
MAINE,RICHARD M. CEBRA,STATE HOUSE,68,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,RENA D. NEWELL,STATE HOUSE,PASSAMAQUODDY TRIBE,0,0.0
MAINE,JANICE S. DODGE,STATE HOUSE,97,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),1865.9
MAINE,JANICE S. DODGE,STATE HOUSE,97,J BLACK PRINTING,671.53
MAINE,JANICE S. DODGE,STATE HOUSE,97,SEEGER SOLUTIONS,572.15
MAINE,JANICE S. DODGE,STATE HOUSE,97,COURIER PUBLICATIONS,384.8
MAINE,JANICE S. DODGE,STATE HOUSE,97,WALMART,267.62
MAINE,JANICE S. DODGE,STATE HOUSE,97,OCEAN STATE JOB LOT (MAINE),35.87
MAINE,JANICE S. DODGE,STATE HOUSE,97,AMAZON,35.45
MAINE,JANICE S. DODGE,STATE HOUSE,97,PAUL ROBIE,13.49
MAINE,JANICE S. DODGE,STATE HOUSE,97,0,0.0
MAINE,JANICE S. DODGE,STATE HOUSE,97,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,REBECCA J. MILLETT,STATE HOUSE,30,0,0.0
MAINE,MARK W. LAWRENCE,STATE SENATE,35,JVA CAMPAIGNS,29028.61
MAINE,MARK W. LAWRENCE,STATE SENATE,35,KEMBLE ABIGAIL SHERWOOD,5163.1
MAINE,MARK W. LAWRENCE,STATE SENATE,35,DALE RAND PRINTING,2911.35
MAINE,MARK W. LAWRENCE,STATE SENATE,35,LISA QUINTERO PHOTOGRAPHY,468.75
MAINE,MARK W. LAWRENCE,STATE SENATE,35,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),62.7
MAINE,MARK W. LAWRENCE,STATE SENATE,35,STAPLES,51.62
MAINE,MARK W. LAWRENCE,STATE SENATE,35,0,0.0
MAINE,MARK W. LAWRENCE,STATE SENATE,35,0,0.0
MAINE,MARK W. LAWRENCE,STATE SENATE,35,0,0.0
MAINE,MARK W. LAWRENCE,STATE SENATE,35,0,0.0
MAINE,DONNA A. BAILEY,STATE SENATE,31,JVA CAMPAIGNS,15574.240000000002
MAINE,DONNA A. BAILEY,STATE SENATE,31,COURIER,4434.6
MAINE,DONNA A. BAILEY,STATE SENATE,31,DALE RAND PRINTING,3941.73
MAINE,DONNA A. BAILEY,STATE SENATE,31,CHENETTE MEDIA,3260.0
MAINE,DONNA A. BAILEY,STATE SENATE,31,FACEBOOK,3000.0
MAINE,DONNA A. BAILEY,STATE SENATE,31,PRESS HERALD,1343.5
MAINE,DONNA A. BAILEY,STATE SENATE,31,FRAME MEDIA,1154.88
MAINE,DONNA A. BAILEY,STATE SENATE,31,SATURN BUSINESS SERVICES,1056.17
MAINE,DONNA A. BAILEY,STATE SENATE,31,YOUR WEEKLY SHOPPING GUIDE,730.0
MAINE,DONNA A. BAILEY,STATE SENATE,31,THORNTON ACADEMY,400.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,RICHARD A. EVANS,STATE HOUSE,120,0,0.0
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),1080.0
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,AURORA MARKETING,685.75
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,SOMERSET COUNTY REPUBLICAN COMMITTEE (MAINE),600.0
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,TURNER PUBLISHING,450.0
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,HANNAFORD,310.87
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,FACEBOOK,234.77
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,WALMART,227.35
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,VISTAPRINT,161.41
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,NATIONAL CENTER FOR CONSTITUTIONAL STUDIES,110.0
MAINE,SHELLEY J. RUDNICKI,STATE HOUSE,108,WHAT ABOUT MAINE,99.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,MICHAEL D. PERKINS,STATE HOUSE,77,0,0.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,FRAME MEDIA,2948.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,HIGH STREET CONGREGATIONAL CHURCH,182.3
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,WALMART,73.33
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,STAPLES,61.39
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,0,0.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,0,0.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,0,0.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,0,0.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,0,0.0
MAINE,GINA M. MELARAGNO,STATE HOUSE,62,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,MARK JOHN BLIER,STATE HOUSE,22,0,0.0
MAINE,TRACY QUINT,STATE HOUSE,144,CRAZY CHEAP POLITICAL SIGNS,936.84
MAINE,TRACY QUINT,STATE HOUSE,144,HOULTON PIONEER TIMES,350.0
MAINE,TRACY QUINT,STATE HOUSE,144,ENTERPRISE,168.8
MAINE,TRACY QUINT,STATE HOUSE,144,QUINT TRACY LYNN,44.36
MAINE,TRACY QUINT,STATE HOUSE,144,0,0.0
MAINE,TRACY QUINT,STATE HOUSE,144,0,0.0
MAINE,TRACY QUINT,STATE HOUSE,144,0,0.0
MAINE,TRACY QUINT,STATE HOUSE,144,0,0.0
MAINE,TRACY QUINT,STATE HOUSE,144,0,0.0
MAINE,TRACY QUINT,STATE HOUSE,144,0,0.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,FRAME MEDIA,1079.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,VISTAPRINT,868.26
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,JEREMY LIZZOTTETHE VINYL FACTORY,50.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,BANGOR SAVINGS BANK,6.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,0,0.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,0,0.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,0,0.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,0,0.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,0,0.0
MAINE,COLLEEN M. MADIGAN,STATE HOUSE,110,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,LYDIA BLUME,STATE HOUSE,3,0,0.0
MAINE,RALPH L. TUCKER,STATE HOUSE,50,TIMES RECORD,4194.5
MAINE,RALPH L. TUCKER,STATE HOUSE,50,ERIKSON COMMUNICATION GROUP,3957.23
MAINE,RALPH L. TUCKER,STATE HOUSE,50,BOWDOIN ORIENT,900.0
MAINE,RALPH L. TUCKER,STATE HOUSE,50,WCME RADIO 9 CO JIM BLEIKAMP,676.6
MAINE,RALPH L. TUCKER,STATE HOUSE,50,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),230.29999999999998
MAINE,RALPH L. TUCKER,STATE HOUSE,50,BROTHER INTERNATIONAL,86.09
MAINE,RALPH L. TUCKER,STATE HOUSE,50,STAPLES,33.75
MAINE,RALPH L. TUCKER,STATE HOUSE,50,0,0.0
MAINE,RALPH L. TUCKER,STATE HOUSE,50,0,0.0
MAINE,RALPH L. TUCKER,STATE HOUSE,50,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,PAUL T. DAVIS,STATE SENATE,4,0,0.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,OLYMPIC CONSULTING,4760.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),4548.19
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,NATIONAL CENTER FOR CONSTITUTIONAL STUDIES,660.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,TURNER PUBLISHING,620.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,SAM'S CLUB,109.33
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,SABATTUS REGIONAL CREDIT UNION,1.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,0,0.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,0,0.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,0,0.0
MAINE,RANDALL ADAM GREENWOOD,STATE HOUSE,82,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,BANGOR LETTER SHOP,1875.62
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,BLUEBERRY BROADCASTING,424.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,WNSX FM,228.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,SHERMAN HUTCHINS,STATE HOUSE,131,0,0.0
MAINE,MARIANNE MOORE,STATE SENATE,6,SPECTRUM MARKETING,5085.0
MAINE,MARIANNE MOORE,STATE SENATE,6,WQDY,3290.0
MAINE,MARIANNE MOORE,STATE SENATE,6,THE CALAIS ADVERTISER,2505.0
MAINE,MARIANNE MOORE,STATE SENATE,6,ELLSWORTH AMERICAN,1723.58
MAINE,MARIANNE MOORE,STATE SENATE,6,THE QUODDY TIDES,534.5
MAINE,MARIANNE MOORE,STATE SENATE,6,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),416.6
MAINE,MARIANNE MOORE,STATE SENATE,6,CALAIS PRESS PRINTING COMPANY,290.65
MAINE,MARIANNE MOORE,STATE SENATE,6,MACHIAS VALLEY NEWS OBSERVER,282.3
MAINE,MARIANNE MOORE,STATE SENATE,6,RUMBLEUP,250.0
MAINE,MARIANNE MOORE,STATE SENATE,6,FREELANCE DESIGN SERVICES,225.0
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,RFB ADVERTISING,7626.16
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,COURIER PUBLICATIONS,1134.75
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,FREE PRESS,996.2
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,CAPITAL PROMOTIONS,797.0
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,VERIZON,777.8
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,LADY PRINTING,688.29
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),490.0
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,4M PRODUCTIONS,87.85000000000001
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,DAMARISCOTTA BANK & TRUST,30.0
MAINE,WILLIAM DONOHUE PLUECKER,STATE HOUSE,95,HARLAND CLARKE,28.05
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,SPECTRUM MARKETING,14180.18
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,MIX MAINE MEDIA,3650.0
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,TURNER PUBLISHING,1947.0
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,SQUARE,1848.75
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,RUMBLEUP,452.0
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),372.0
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,WHAT ABOUT MAINE,350.0
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,EMBROIDERY & INK,287.45
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,CAPITAL LETTERS,236.0
MAINE,SCOTT W. CYRWAY,STATE SENATE,16,GOVERNORS RESTAURANT,224.0
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,JVA CAMPAIGNS,36863.850000000006
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,ERIKSON COMMUNICATION GROUP,16505.5
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,DALE RAND PRINTING,1992.59
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,SBS CARBON COPY,1052.18
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,LISA QUINTERO PHOTOGRAPHY,468.75
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),381.75
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,SEACOAST NEWSPAPERS,269.7
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,ACTBLUE,96.24
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,MAIL IT UNLIMITED,62.06
MAINE,JOSEPH E. RAFFERTY,STATE SENATE,34,WALMART,48.63
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,FRAME MEDIA,10864.4
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,FACEBOOK,3527.5
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,COMMUNITY ADVERTISER,1287.6
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,CAPITOL PROMOTIONS,770.0
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,KENNEBEC JOURNALMAINE TODAY MEDIA,660.0
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),562.1
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,VISTAPRINT,252.68
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,GETTHRU,122.3
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,STAPLES,108.61
MAINE,TAVIS ROCK HASENFUS,STATE HOUSE,81,COPIES ETC,32.92
MAINE,JAMES E. THORNE,STATE HOUSE,103,EATON RIVER,4437.95
MAINE,JAMES E. THORNE,STATE HOUSE,103,BANGOR PUBLISHING COMMITTEE,3825.0
MAINE,JAMES E. THORNE,STATE HOUSE,103,SQUARE,2000.0
MAINE,JAMES E. THORNE,STATE HOUSE,103,AURORA MARKETING,1006.47
MAINE,JAMES E. THORNE,STATE HOUSE,103,BLUEBERRY BROADCAST,800.0
MAINE,JAMES E. THORNE,STATE HOUSE,103,BANGOR LETTER SHOP,450.0
MAINE,JAMES E. THORNE,STATE HOUSE,103,MAINE EDGE,312.0
MAINE,JAMES E. THORNE,STATE HOUSE,103,EMERSON WS,230.67000000000002
MAINE,JAMES E. THORNE,STATE HOUSE,103,FACEBOOK,125.0
MAINE,JAMES E. THORNE,STATE HOUSE,103,CARMEL TOWN OF,100.0
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,TIME 4 PRINTING,1336.69
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,YOUR WEEKLY SHOPPER'S GUIDE,477.5
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,LESTER ORDWAY,374.23
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,ANEDOT,16.3
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,0,0.0
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,0,0.0
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,0,0.0
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,0,0.0
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,0,0.0
MAINE,LESTER S. ORDWAY,STATE HOUSE,23,0,0.0
MAINE,JESSICA L. FAY,STATE HOUSE,66,FRAME MEDIA,7590.85
MAINE,JESSICA L. FAY,STATE HOUSE,66,FACEBOOK,1657.5
MAINE,JESSICA L. FAY,STATE HOUSE,66,MASTHEAD MAINE,660.0
MAINE,JESSICA L. FAY,STATE HOUSE,66,THE WINDHAM EAGLE,490.0
MAINE,JESSICA L. FAY,STATE HOUSE,66,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),441.05
MAINE,JESSICA L. FAY,STATE HOUSE,66,GET THRU,249.81
MAINE,JESSICA L. FAY,STATE HOUSE,66,THE BRIDGTON NEWS,225.0
MAINE,JESSICA L. FAY,STATE HOUSE,66,STAPLES,80.46
MAINE,JESSICA L. FAY,STATE HOUSE,66,GO DADDY,60.01
MAINE,JESSICA L. FAY,STATE HOUSE,66,ZOOM,44.97
MAINE,DAVID G. HAGGAN,STATE HOUSE,101,DAVID HAGGAN,4137.01
