STATE,CANDIDATE,OFFICE,DISTRICT,PAYEE,AMOUNT
OHIO,RIORDAN T. MCCLAIN,STATE HOUSE,87,HOPE VOICE OF,350.0
OHIO,RIORDAN T. MCCLAIN,STATE HOUSE,87,TARGET ENTERPRISES,326.11
OHIO,RIORDAN T. MCCLAIN,STATE HOUSE,87,ANDREW CLARK,325.0
OHIO,RIORDAN T. MCCLAIN,STATE HOUSE,87,HOBBY LOBBY,261.69
OHIO,RIORDAN T. MCCLAIN,STATE HOUSE,87,OHIO STATEHOUSE MUSEUM,226.82999999999998
OHIO,RIORDAN T. MCCLAIN,STATE HOUSE,87,BUCYRUS TELEGRAPH FORUM,138.0
OHIO,MARILYN JOHN,STATE HOUSE,2,OHIO REPUBLICAN PARTY,41000.0
OHIO,MARILYN JOHN,STATE HOUSE,2,STRATEGIC MEDIA PLACEMENT,18548.0
OHIO,MARILYN JOHN,STATE HOUSE,2,TRIUMPHANT CAMPAIGNS,3925.0
OHIO,MARILYN JOHN,STATE HOUSE,2,WINTERSET CPA GROUP,3883.29
OHIO,MARILYN JOHN,STATE HOUSE,2,CONSTANT CONTENT COMMITTEE,3661.16
OHIO,MARILYN JOHN,STATE HOUSE,2,SPYDER SIGNS & GRAPHICS,2868.4500000000003
OHIO,MARILYN JOHN,STATE HOUSE,2,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),2440.0
OHIO,MARILYN JOHN,STATE HOUSE,2,CROSADS COMMITTEE CHURCH CITY CNTR,1293.0
OHIO,MARILYN JOHN,STATE HOUSE,2,THE BLUEBERRY PATCH,1000.0
OHIO,MARILYN JOHN,STATE HOUSE,2,SHELBY FOUNDATION WOMENS FUND,1000.0
OHIO,SANDRA WILLIAMS,STATE SENATE,21,MELAMED COMMUNICATIONS,88758.2
OHIO,SANDRA WILLIAMS,STATE SENATE,21,MCTIGUE & COLOMBO,16535.69
OHIO,SANDRA WILLIAMS,STATE SENATE,21,OHIO SENATE DEMOCRATIC CAUCUS,14600.0
OHIO,SANDRA WILLIAMS,STATE SENATE,21,LAMAR ADVERTISING,11880.0
OHIO,SANDRA WILLIAMS,STATE SENATE,21,FIRST ENERGY,5300.0
OHIO,SANDRA WILLIAMS,STATE SENATE,21,CUYAHOGA COUNTY DEMOCRATIC PARTY (OHIO),5150.0
OHIO,SANDRA WILLIAMS,STATE SENATE,21,GIANNOPOULOS PRO RESIDENTIAL,4674.1
OHIO,SANDRA WILLIAMS,STATE SENATE,21,APPLE,3397.6400000000003
OHIO,SANDRA WILLIAMS,STATE SENATE,21,GIANNOPOULOS PROPERTIES,3309.0
OHIO,SANDRA WILLIAMS,STATE SENATE,21,BALODIS GROUP,3000.0
OHIO,GEORGE F. LANG,STATE SENATE,4,LAKESIDE COMMUNICATIONS,161581.0
OHIO,GEORGE F. LANG,STATE SENATE,4,GEORGETOWN CONSULTING,63309.36
OHIO,GEORGE F. LANG,STATE SENATE,4,VIP PRINMTING & DESIGN,106967.06
OHIO,GEORGE F. LANG,STATE SENATE,4,OHIO REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),50000.0
OHIO,GEORGE F. LANG,STATE SENATE,4,THE STONERIDGE GROUP,43732.880000000005
OHIO,GEORGE F. LANG,STATE SENATE,4,KERSCHNER CONSULTING,30750.0
OHIO,GEORGE F. LANG,STATE SENATE,4,RIGHT POINT,30394.0
OHIO,GEORGE F. LANG,STATE SENATE,4,ELAINE LAUX,12250.0
OHIO,GEORGE F. LANG,STATE SENATE,4,LANG GEORGE,10220.74
OHIO,GEORGE F. LANG,STATE SENATE,4,OXFORD CONSULTING GROUP,8000.0
OHIO,THOMAS E. WEST,STATE HOUSE,49,OHIO HOUSE DEMOCRATIC CAUCUS,24500.0
OHIO,THOMAS E. WEST,STATE HOUSE,49,MCTIGUE & COLOMBO,9972.81
OHIO,THOMAS E. WEST,STATE HOUSE,49,GREATER CANTON MARTIN LUTHER KING COMMISSION,2500.0
OHIO,THOMAS E. WEST,STATE HOUSE,49,MOR PRODUCTIONS,2363.0
OHIO,THOMAS E. WEST,STATE HOUSE,49,THOMAS WEST,1596.97
OHIO,THOMAS E. WEST,STATE HOUSE,49,VILLAGE INN,1410.0
OHIO,THOMAS E. WEST,STATE HOUSE,49,BURGERIM,1362.58
OHIO,THOMAS E. WEST,STATE HOUSE,49,VERIZON,1361.8700000000001
OHIO,THOMAS E. WEST,STATE HOUSE,49,AMAZON,1082.18
OHIO,THOMAS E. WEST,STATE HOUSE,49,KEYS TO BLACK WEALTH,1000.0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,DANIEL P. TROY,STATE HOUSE,60,0,0
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,OHIO REPUBLICAN PARTY,33929.77
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,HOUSE REPUBLICAN CAMPAIGN COMMITTEE (OHIO),10000.0
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,MAJORITY STRATEGIES,4968.66
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,WINTERSET CPA GROUP,4627.5
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,KISHMAN'S IGA MARKET,2078.4
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,JUNIOR FAIR MARKETING COMMITTEE,1900.63
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,THE QUARRY GOLF COURSE,1865.66
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,BULK BOOKSTORE,1519.92
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,CANTON CHAIR RENTAL,1321.67
OHIO,REGGIE L. STOLTZFUS,STATE HOUSE,50,DIRECTPROMOTIONALS,1187.48
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,REPUBLICAN SENATE CAMPAIGN COMMITTEE (OHIO),200191.5
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,OHIO HOUSE REPUBLICAN ORGANIZATIONAL COMMITTEE,20000.0
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,REDFISH PROMOTIONS,11283.869999999999
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,THE SUMMIT GROUP,11056.0
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,KING STRATEGIC COMMUNICATIONS,10122.0
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,KRISTINA ROEGNER,5058.25
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,COMMITTEE TO ELECT BILL ROEMER,5000.0
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,SIGNSONTHECHEAP,4780.97
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,SALEM COMMUNICATIONS,3204.5
OHIO,KRISTINA DALEY ROEGNER,STATE SENATE,27,OSU TICKET OFFICE,2976.0
OHIO,GARY N. CLICK,STATE HOUSE,88,OHIO REPBULICAN PARTY,185224.16
OHIO,GARY N. CLICK,STATE HOUSE,88,CREATIVE IMPRINTS,5710.32
OHIO,GARY N. CLICK,STATE HOUSE,88,MAJORITY STRATEGIES,4200.0
OHIO,GARY N. CLICK,STATE HOUSE,88,CAMPAIGN SIDEKICK,3358.0
OHIO,GARY N. CLICK,STATE HOUSE,88,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),3309.75
OHIO,GARY N. CLICK,STATE HOUSE,88,GOT PRINT CARDS,2695.7599999999993
OHIO,GARY N. CLICK,STATE HOUSE,88,GARY CLICK,2667.1
OHIO,GARY N. CLICK,STATE HOUSE,88,BAS BROADCASTING,2314.0
OHIO,GARY N. CLICK,STATE HOUSE,88,FACEBOOK,1569.32
OHIO,GARY N. CLICK,STATE HOUSE,88,IMPRINT LOGO,1469.0
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,OHIO REPUBLICAN PARTY,97719.87
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,TUSCARAWAS COUNTY MARKET LIVESTOCK (OHIO),14290.5
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,BRETT HILLYER,5270.61
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,WILLIAM ARMBRUSTER,3050.0
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,WHAT'S COOKING CAFE,2734.39
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,FRIENDS OF SWEARINGEN,2500.0
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,BRINKMAN CAMPAIGN COMMITTEE,2500.0
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,PORTACOOK CATERING,2218.75
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,TUSC GOP (OHIO),1500.0
OHIO,BRETT HUDSON HILLYER,STATE HOUSE,98,SUPPORTERS OF RON FERGUSON,1500.0
OHIO,KIRK J. SCHURING,STATE SENATE,29,OHROC,250000.0
OHIO,KIRK J. SCHURING,STATE SENATE,29,REPUBLIC SENATE CAMPAIGN COMMITTEE,100000.0
OHIO,KIRK J. SCHURING,STATE SENATE,29,SLIMANS PRINTERY,10435.310000000001
OHIO,KIRK J. SCHURING,STATE SENATE,29,STARK MANAGEMENT SERVICES,9035.72
OHIO,KIRK J. SCHURING,STATE SENATE,29,INNIS MAGGIORE,7927.36
OHIO,KIRK J. SCHURING,STATE SENATE,29,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),7741.0
OHIO,KIRK J. SCHURING,STATE SENATE,29,PRO FOOTBALL HALL OF FAME,7611.13
OHIO,KIRK J. SCHURING,STATE SENATE,29,GATEHOUSE MEDIA,7025.87
OHIO,KIRK J. SCHURING,STATE SENATE,29,AT&T,6166.160000000001
OHIO,KIRK J. SCHURING,STATE SENATE,29,CANTON CHAIR RENTAL,5833.75
OHIO,FRANK HOAGLAND,STATE SENATE,30,REPUBLICAN SENATE CAMPAIGN COMMITTEE (OHIO),110797.76000000001
OHIO,FRANK HOAGLAND,STATE SENATE,30,OHIO REPUBLICAN PARTY,11700.0
OHIO,FRANK HOAGLAND,STATE SENATE,30,AGE GRAPHICS,8115.07
OHIO,FRANK HOAGLAND,STATE SENATE,30,UNDO'S CATERING,3115.41
OHIO,FRANK HOAGLAND,STATE SENATE,30,POLITICAL EDUCATION PATTERNS,2407.65
OHIO,FRANK HOAGLAND,STATE SENATE,30,TSHIRT GUN,1429.31
OHIO,FRANK HOAGLAND,STATE SENATE,30,PIKE 40,1165.45
OHIO,FRANK HOAGLAND,STATE SENATE,30,SAM'S CLUB,1094.43
OHIO,FRANK HOAGLAND,STATE SENATE,30,SQUARE,1080.0
OHIO,FRANK HOAGLAND,STATE SENATE,30,OHIO COLLEGE OF REPUBLICANS,1000.0
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,OHIO REPUBLICAN PARTY,40593.99
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,RED ROCK STRATEGIES,28560.92
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,HIGH BRIDGE,21000.0
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,SUSAN MANCHESTER,5778.38
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),4400.0
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,LAURA LANESE,2000.0
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,OHIO HOUSE OF REPRESENTATIVES,1878.97
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,RIGHT POINT RESEARCH,1491.57
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,THE NATIONAL MUTUAL INSURANCE COMMITTEE,1141.91
OHIO,SUSAN MANCHESTER,STATE HOUSE,84,DOUBLETREE SUITES,964.73
OHIO,BOB YOUNG,STATE HOUSE,36,OHIO REPUBLICAN PARTY,25000.0
OHIO,BOB YOUNG,STATE HOUSE,36,DONOVAN DIGITAL SOLUTIONS,15000.0
OHIO,BOB YOUNG,STATE HOUSE,36,MAJORITY STRATEGIES,11812.5
OHIO,BOB YOUNG,STATE HOUSE,36,UNWIRED MEDIA,10000.0
OHIO,BOB YOUNG,STATE HOUSE,36,4 OVER,7211.46
OHIO,BOB YOUNG,STATE HOUSE,36,COPLEY OHIO NEWSPAPERS,7175.38
OHIO,BOB YOUNG,STATE HOUSE,36,ASCENDANT PULIC POLICY GROUP,4273.08
OHIO,BOB YOUNG,STATE HOUSE,36,FULL THROTTLE MARKETINGPROFORMA,3797.26
OHIO,BOB YOUNG,STATE HOUSE,36,ALEX WHITE,1600.0
OHIO,BOB YOUNG,STATE HOUSE,36,RECORD COURIER,1496.0
OHIO,JUANITA BRENT,STATE HOUSE,12,OHIO HOUSE DEMOCRATIC CAUCUS,11828.0
OHIO,JUANITA BRENT,STATE HOUSE,12,CUYAHOGA COUNTY DEMOCRATIC PARTY (OHIO),12450.0
OHIO,JUANITA BRENT,STATE HOUSE,12,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),4450.0
OHIO,JUANITA BRENT,STATE HOUSE,12,ZIPPTY PRINTS,4140.33
OHIO,JUANITA BRENT,STATE HOUSE,12,MICHAEL HAMM,1100.0
OHIO,JUANITA BRENT,STATE HOUSE,12,HELEN EFFORD,612.5
OHIO,JUANITA BRENT,STATE HOUSE,12,JEFF CROSSMAN,596.26
OHIO,JUANITA BRENT,STATE HOUSE,12,TRICIA POLLARD,553.0
OHIO,JUANITA BRENT,STATE HOUSE,12,CSD FREEDOM FUND,500.0
OHIO,JUANITA BRENT,STATE HOUSE,12,VERN SIMMS,476.5
OHIO,KRISTIN BOGGS,STATE HOUSE,18,OHIO HOUSE DEMOCRATIC CAUCUS,143000.0
OHIO,KRISTIN BOGGS,STATE HOUSE,18,RT ADVISORS,35736.82
OHIO,KRISTIN BOGGS,STATE HOUSE,18,FRIENDS OF DAVID LELAND,10000.0
OHIO,KRISTIN BOGGS,STATE HOUSE,18,MCTIGUE & COLOMBO,9500.62
OHIO,KRISTIN BOGGS,STATE HOUSE,18,OHIO WOMEN LEAD PAC,5563.9400000000005
OHIO,KRISTIN BOGGS,STATE HOUSE,18,FRANKLIN COUNTY DEMOCRATIC PARTY (OHIO),5500.0
OHIO,KRISTIN BOGGS,STATE HOUSE,18,GARY TYACK FOR PROSECUTOR,2500.0
OHIO,KRISTIN BOGGS,STATE HOUSE,18,THE KITCHEN,2439.38
OHIO,KRISTIN BOGGS,STATE HOUSE,18,ZOOM,1719.12
OHIO,KRISTIN BOGGS,STATE HOUSE,18,CONSTANT CONTACT,1607.2400000000007
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,CONSTANT CONTENT COMMITTEE,55351.69
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,OHIO REPUBLICAN PARTY,15364.32
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,GREENE GIVING,4083.1099999999997
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,FAMILY VIOLENCE PREVENTION,2041.79
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,MICHAEL'S HOUSE,2041.76
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,CREEK SAFE,2041.76
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,GREENEBUCS,2041.76
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,FEED THE CREEK,2041.76
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,MAJORITY STRATEGIES,2000.0
OHIO,BRIAN E. LAMPTON,STATE HOUSE,73,RESOLUTE INK COMMITTEE,1845.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,OHIO REPUBLICAN PARTY,700500.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,COLTON HENSON,12421.380000000001
OHIO,ROBERT R. CUPP,STATE HOUSE,4,SUSAN HUMPHREY,6090.65
OHIO,ROBERT R. CUPP,STATE HOUSE,4,INSTITUTE FOR CIVICS AND PUBLIC POLICY,6000.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,CHARTER COMMUNICATIONS OHIO PAC,5000.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,COURT STREET CONSULTING,5000.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,MARSHALL SUZANNE E,1770.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,ANTHONY D'ALESSANDRO,1500.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,AMERICA BLACK SWAMP AREA COUNCIL BOY SCOUTS OF,1100.0
OHIO,ROBERT R. CUPP,STATE HOUSE,4,HIDDEN CREEK GOLF CLUB,968.96
OHIO,TAVIA GALONSKI,STATE HOUSE,35,OHIO HOUSE DEMOCRATIC CAUCUS,31000.0
OHIO,TAVIA GALONSKI,STATE HOUSE,35,THE SUMMIT GROUP,3185.0
OHIO,TAVIA GALONSKI,STATE HOUSE,35,SOCIETY OF AKRON CHRIST CHILD,3000.0
OHIO,TAVIA GALONSKI,STATE HOUSE,35,FREEDOM A LA CART,2356.9
OHIO,TAVIA GALONSKI,STATE HOUSE,35,UNITED STATES POST MASTER (OHIO),1925.0
OHIO,TAVIA GALONSKI,STATE HOUSE,35,OLD 97 CAFE,1315.2
OHIO,TAVIA GALONSKI,STATE HOUSE,35,THE REPORTER,1120.0
OHIO,TAVIA GALONSKI,STATE HOUSE,35,SQUARE,1103.24
