STATE,CANDIDATE,OFFICE,DISTRICT,PAYEE,AMOUNT
MARYLAND,BRYAN W. SIMONAIRE,STATE SENATE,31,REPUBLICAN HOUSE CAUCUS COMMITTEE (MARYLAND),1000.0
MARYLAND,BRYAN W. SIMONAIRE,STATE SENATE,31,PRESERVE ANNAPOLIS NOW,1000.0
MARYLAND,BRYAN W. SIMONAIRE,STATE SENATE,31,PENELOPE SIMONAIRE,708.21
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,THE PIVOT GROUP,30400.0
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,UNITEMIZED EXPENSE/UNKNOWN,25185.3
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,SHAWN FLYNN,14534.34
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,MOLLY'S SIGN SHOP,3045.0
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,BAILEY'S CATERING,2500.0
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,NANCY MONTANO,2114.17
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,BLUE WIND GOURMET,1200.0
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,MOLLY HEWITT,1000.0
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,ST INIE'S COFFEE,1000.0
MARYLAND,BRIAN M. CROSBY,STATE HOUSE,29B,BAY DISTRICT VOLUNTEER FIRE DEPARTMENT,650.0
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,MARYLAND DEMOCRATIC SENATE CAUCUS COMMITTEE,75000.0
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,TEAM 21 SLATE,61713.149999999994
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,UNITEMIZED EXPENSE/UNKNOWN,16444.88
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,ACCUMAIL,12626.119999999999
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,CAROLYN BROSCH,10000.0
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,FINGERHUT GRANADOS OPINION RESEARCH,9000.0
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,TERESA WOORMAN,7500.0
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,ARIANA SORTO,7500.0
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,DOYLE PRINTING,7457.1
MARYLAND,JAMES C. ROSAPEPE,STATE SENATE,21,DAVID DUBA,6813.780000000001
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,RESONANCE CAMPAIGNS,23823.36
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,HARRIS PLUS,9427.95
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,TEAM 39,3210.0
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,MARYLAND DEMOCRATIC PARTY-FEDERAL ACCT,2500.0
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,BIG FROG,1869.8
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,FIRESTATION 1,1257.4
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,SMARTCALL MEDIA,1200.0
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,FACEBOOK,1196.3700000000001
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,KUSSHI SUSHI,1010.0
MARYLAND,GABRIEL ACEVERO,STATE HOUSE,39,PHILLIP WALLACE,502.0
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,THE STRATEGY GROUP,49069.69
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,MARYLAND DEMOCRATIC SENATE CAUCUS COMMITTEE,40000.0
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,RICE CONSULTING,22099.12
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,TEAM 32 SLATE,15000.0
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,APPLE,8652.73
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,LEONARD W BEIDLE,9107.03
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,FRIENDS OF PITTMAN STEUART,3200.0
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,ANNE ARUNDEL COUNTY DEMOCRATIC CENTRAL COMMITTEE (MARYLAND),2550.0
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,TRISTATE PRINTING (MARYLAND),2393.92
MARYLAND,PAMELA G. BEIDLE,STATE SENATE,32,NGP VAN,2141.56
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,CATHERINE M. FORBES,STATE HOUSE,42A,0,0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,TEAM 13 SLATE,21500.0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,BPS MEDIA,20360.969999999998
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,BINETTI POLIITCAL STRATEGIES,16400.39
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,MARYLAND HOUSE DEMOCRATIC CAUCUS COMMITTEE,12500.0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,TEAM HOWARD COUNTY SLATE (MARYLAND),5000.0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,CONSTANT CONTACT,1060.0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,FRIENDS OF JONES OPEL,1000.0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,HOWARD COUNTY NAACP (MARYLAND),875.0
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,ACTBLUE,498.12
MARYLAND,VANESSA E. ATTERBEARY,STATE HOUSE,13,BALTIMORE CITY FOUNDATION,200.0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,SHANEKA HENSON,STATE HOUSE,30A,0,0
MARYLAND,DARRYL BARNES,STATE HOUSE,25,25TH DISTRICT LEADERSHIP SLATE,24500.0
MARYLAND,DARRYL BARNES,STATE HOUSE,25,DOUBLETREE HOTEL,8869.29
MARYLAND,DARRYL BARNES,STATE HOUSE,25,MINUTE EVENT CATERING,4390.0
MARYLAND,DARRYL BARNES,STATE HOUSE,25,MICHELLE LYONS,3772.4
MARYLAND,DARRYL BARNES,STATE HOUSE,25,BERLIN ROSEN,3208.5
MARYLAND,DARRYL BARNES,STATE HOUSE,25,MARK WEISS ASSOCIATES,2384.0
MARYLAND,DARRYL BARNES,STATE HOUSE,25,MARKED PROMOTIONS,2256.09
MARYLAND,DARRYL BARNES,STATE HOUSE,25,VICTORIA CONSULTING,2000.0
MARYLAND,DARRYL BARNES,STATE HOUSE,25,BLACK CAUCUS FOUNDATION,1350.0
MARYLAND,DARRYL BARNES,STATE HOUSE,25,NAACP PRINCE GEORGE'S COUNTY CHAPTER (MARYLAND),1000.0
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,MARTINLAUER ASSOCIATES,2828.02
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,SHELL,375.0
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,WORDPLAY (VANTIV),271.05
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,ACTBLUE,165.17
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),59.0
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,BB&T BANK/TRUIST,7.32
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,0,0
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,0,0
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,0,0
MARYLAND,LISA M. BELCASTRO,STATE HOUSE,11,0,0
MARYLAND,SARA LOVE,STATE HOUSE,16,BERLIN ROSEN,100393.47
MARYLAND,SARA LOVE,STATE HOUSE,16,DANIEL ALLEN,19500.0
MARYLAND,SARA LOVE,STATE HOUSE,16,UNITEMIZED EXPENSE/UNKNOWN,18131.48
MARYLAND,SARA LOVE,STATE HOUSE,16,SARA NORRIS LOVE,10000.0
MARYLAND,SARA LOVE,STATE HOUSE,16,RAQUELLE CONTRERAS,4989.08
MARYLAND,SARA LOVE,STATE HOUSE,16,DISTRICT 16 TEAM SLATE,4415.87
MARYLAND,SARA LOVE,STATE HOUSE,16,EMILY LARSEN,3500.0
MARYLAND,SARA LOVE,STATE HOUSE,16,MARYLAND DEMOCRATIC PARTY,2500.0
MARYLAND,SARA LOVE,STATE HOUSE,16,WORDPLAY (VANTIV),1441.3600000000001
MARYLAND,SARA LOVE,STATE HOUSE,16,MCDCC,1000.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,WANIKA BEATRICE FISHER,20500.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,SUPERIOR BLUE STRATEGIES,19982.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,MARK WEISS ASSOCIATES,4537.320000000001
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,THE MELLINGER GROUP,3818.8599999999997
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,THE TIDEMORE GROUP,3800.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,CREATIVE PRINT GROUP,3309.7200000000003
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,MARYLAND DEMOCRATIC PARTY,2500.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,WILLIAM CORCELIUS,1000.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,DREW YELVERTON,700.0
MARYLAND,WANIKA FISHER,STATE HOUSE,47B,ACTBLUE,596.4300000000001
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,KENNEDY COMMUNICATIONS,27544.0
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,MARK WEISS ASSOCIATES,5817.04
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,COLIN BYRD,4288.23
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,FACEBOOK,2119.55
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,THE POLITICAL GROUP,1870.0
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,PAYPAL,1800.0
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,JULIAN IVEY,1348.6
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,THE MELLINGER GROUP,1000.0
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,AARON HARAWA,750.0
MARYLAND,JULIAN IVEY,STATE HOUSE,47A,STAPLES,454.25
MARYLAND,SUSAN C. LEE,STATE SENATE,16,MARYLAND DEMOCRATIC SENATE CAUCUS COMMITTEE,51000.0
MARYLAND,SUSAN C. LEE,STATE SENATE,16,MOUNT VERNON PRINTING,20216.93
MARYLAND,SUSAN C. LEE,STATE SENATE,16,UNITEMIZED EXPENSE/UNKNOWN,19466.59
MARYLAND,SUSAN C. LEE,STATE SENATE,16,DISTRICT 16 DEMOCRATIC TEAM SLATE (MARYLAND),18217.2
MARYLAND,SUSAN C. LEE,STATE SENATE,16,THE BEYTIN AGENCY,16170.0
MARYLAND,SUSAN C. LEE,STATE SENATE,16,KIM YOUNG CHEON,6000.0
MARYLAND,SUSAN C. LEE,STATE SENATE,16,FRIENDS OF JEALOUS BEN,2500.0
MARYLAND,SUSAN C. LEE,STATE SENATE,16,MONTGOMERY COUNTY DEMOCRATIC CENTRAL COMMITTEE (MARYLAND),2347.5
MARYLAND,SUSAN C. LEE,STATE SENATE,16,MADALENO RICHARD MARYLANDERS FOR,2000.0
MARYLAND,SUSAN C. LEE,STATE SENATE,16,WOOMI GARDEN,1530.0
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,BPS MEDIA,39296.74
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,PATRICIA SMITH,8565.5
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,UNITEMIZED EXPENSE/UNKNOWN,7436.910000000001
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,CREATIVE PRINT GROUP,6195.18
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,NGP VAN,6000.0
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,BINETTI POLIITCAL STRATEGIES,5250.0
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,MOSAIC,2774.75
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,CHRIS WALKUP,2025.0
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,LUKE PINTON,1500.0
MARYLAND,WILLIAM C. SMITH,STATE SENATE,20,BRADLEY FALLON,1250.0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,ANNE R. KAISER,STATE HOUSE,14,0,0
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,THE PIVOT GROUP,50811.3
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,NATIONAL INK & STITCH,3520.0
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,LUCIA MAMMA,2595.9700000000003
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,DOYLE PRINTING & OFFSET CO,1844.4
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,MAMA STELLA'S,1627.02
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,MARYLAND MEDIA SOLUTIONS,1560.0
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,STAPLES,1537.57
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,NGP VAN,1500.0
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,GELBERG SIGNS,1186.15
MARYLAND,MICHAEL A. JACKSON,STATE SENATE,27,CUSTOM INK,1013.56
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,CAMPAIGN INDUSTRIES,74999.0
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,MARY ANN LISANTI,11910.47
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,MARTINLAUER ASSOCIATES,10729.88
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,NGP VAN,6750.0
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,MANLEY PAUL CALHOUN III,5100.0
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,BIG HOUSE SIGNS,4471.61
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,LAURRAPIN GRILLE,4267.0
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,FIRST NATIONAL BANK,4004.6
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,PNC BANK,3052.0
MARYLAND,MARY ANN LISANTI,STATE HOUSE,34A,JOHN ASTLE FOR MAYOR,2500.0
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,TRUBLU POLITICS,51999.57
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,TEAM 39 SLATE,20800.0
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,MARYLAND HOUSE DEMOCRATIC COMMITTEE SLATE,10000.0
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,FRIENDS OF JEALOUS BEN,6000.0
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,RANGE AND REEF,2500.0
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,COSTCO,2411.3199999999997
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,WEB EDITOR DESIGN SERVICES,2062.99
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,FACEBOOK,1966.6999999999998
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,STAPLES,1462.9099999999999
MARYLAND,KIRILL REZNIK,STATE HOUSE,39,MONTGOMERY COUNTY DEMOCRATIC CENTRAL COMMITTEE (MARYLAND),1400.0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,JASON C. BUCKEL,STATE HOUSE,1B,0,0
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,QUALITY PRINTERS,19353.03
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),4638.97
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,KENDALL SELBY,1700.0
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,JOHNSON JOSEPH L,1691.06
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,VICTORY STORE,1552.1
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,CHARLES COUNTY DEMOCRATIC CC (MARYLAND),1430.0
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,MARYLAND BLACK CAUCUS FOUNDATION,1000.0
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,DMS,935.53
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,WOMEN OF ACTION OF CHARLES COUNTY (MARYLAND),600.0
MARYLAND,EDITH J. PATTERSON,STATE HOUSE,28,BLOSSUM CATERING,571.5
MARYLAND,J. B. JENNINGS,STATE SENATE,7,MARYLAND SENATE REPUBLICAN CAUCUS COMMITTEE,96863.9
MARYLAND,J. B. JENNINGS,STATE SENATE,7,MARYLAND GOLF & COUNTRY CLUB,13011.630000000001
MARYLAND,J. B. JENNINGS,STATE SENATE,7,SCM ASSOCIATES,11053.939999999999
MARYLAND,J. B. JENNINGS,STATE SENATE,7,RONALD ROWLEY,7932.82
MARYLAND,J. B. JENNINGS,STATE SENATE,7,UNITED STATES POSTAL SERVICE/POSTMASTER (USPS),6649.0
MARYLAND,J. B. JENNINGS,STATE SENATE,7,ROPEWALK OCEAN CITY,5753.870000000001
MARYLAND,J. B. JENNINGS,STATE SENATE,7,RED MAVERICK MEDIA,5000.0
MARYLAND,J. B. JENNINGS,STATE SENATE,7,FRIENDS OF LARKIN TAMMY,4500.0
MARYLAND,J. B. JENNINGS,STATE SENATE,7,STRATEGIC CAMPAIGN GROUP,3604.5
MARYLAND,J. B. JENNINGS,STATE SENATE,7,ACCENT PRINTERS,3297.66
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,TEAM 32 SLATE,12000.0
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,MARYLAND HOUSE DEMOCRATIC CAMPAIGN,11500.0
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,MOORE CAMPAIGNS,6650.0
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,MARK WEISS AND ASSOCIATES,2598.03
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,THE MELLENGER GROUP,1957.67
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,JUANITA S HINES,1741.65
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,CHUCK'S PRINTING,1476.46
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,BROWN'S MULTIMEDIA,1099.0
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,SENDOUT CARDS,722.1000000000001
MARYLAND,J. SANDY BARTLETT,STATE HOUSE,32,THE ALL AMERICAN STEAKHOUSE,665.06
MARYLAND,DERECK EUGENE DAVIS,STATE HOUSE,25,MARYLAND HOUSE DEMOCRATIC CAUCUS COMMITTEE,50000.0
MARYLAND,DERECK EUGENE DAVIS,STATE HOUSE,25,RICE CONSULTING,33460.54
